country,region_name,nuts_code,year_week,rate_14_day_per_100k,weekly_count,population,source
Austria,Burgenland,AT11,2020-13,NA,113,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-14,57.73750492,57,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-15,32.26507628,38,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-16,23.77426673,32,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-17,15.62308957,14,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-18,8.151177166,10,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-19,4.075588583,2,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-20,2.037794291,4,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-21,2.377426673,3,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-22,1.69816191,2,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-23,0.679264764,0,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-24,0,0,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-25,1.358529528,4,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-26,3.735956201,7,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-27,6.113382874,11,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-28,6.453015256,8,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-29,8.490809548,17,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-30,11.2078686,16,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-31,11.88713337,19,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-32,9.170074312,8,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-33,6.453015256,11,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-34,12.90603051,27,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-35,21.39684006,36,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-36,28.52912008,48,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-37,35.32176772,56,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-38,45.51073918,78,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-39,64.19052018,111,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-40,82.19103642,131,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-41,109.361627,191,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-42,147.7400861,244,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-43,230.6103873,435,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-44,514.882691,1081,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-45,854.8547053,1436,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-46,947.9139779,1355,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-47,823.6085261,1070,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-48,614.3949789,739,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-49,465.2963632,631,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-50,357.2932658,421,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-51,265.932155,362,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-52,232.987814,324,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-53,254.3846541,425,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-01,283.5930389,410,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-02,252.0072274,332,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-03,217.3647244,308,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-04,195.9678844,269,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-05,187.8167072,284,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-06,206.4964882,324,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-07,252.0072274,418,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-08,320.9526009,527,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-09,394.9924602,636,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-10,466.9945251,739,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-11,496.20291,722,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-12,537.2984282,860,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-13,513.5241614,652,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-14,404.8417992,540,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-15,307.3673056,365,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-16,236.0445054,330,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-17,195.9678844,247,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-18,135.5133204,152,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-19,83.54956595,94,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-20,60.1149316,83,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-21,49.92596014,64,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-22,31.9254439,30,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-23,21.05720768,32,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-24,22.41573721,34,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-25,22.41573721,32,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-26,20.03831053,27,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-27,17.32125148,24,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-28,16.30235433,24,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-29,20.7175753,37,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-30,33.62360581,62,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-31,37.69919439,49,294436,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-13,NA,942,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-14,85.55549025,499,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-15,53.31632911,399,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-16,30.87359815,121,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-17,11.99320543,81,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-18,7.837144145,51,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-19,6.352836542,56,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-20,6.76844267,58,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-21,6.47158115,51,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-22,4.393550505,23,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-23,2.612381382,21,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-24,3.265476727,34,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-25,4.334178201,39,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-26,4.868528938,43,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-27,4.393550505,31,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-28,4.274805897,41,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-29,9.49956866,119,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-30,13.83374686,114,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-31,12.82441769,102,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-32,10.92450396,82,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-33,13.71500225,149,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-34,19.83034958,185,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-35,24.04578317,220,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-36,29.98301358,285,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-37,49.57587395,550,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-38,83.95243803,864,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-39,99.74547093,816,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-40,100.339194,874,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-41,120.8820112,1162,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-42,150.6869079,1376,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-43,237.9048226,2631,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-44,434.9615,4695,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-45,665.32604,6511,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-46,783.4175529,6684,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-47,745.8348844,5878,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-48,623.2310764,4619,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-49,499.8554284,3800,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-50,406.8190279,3052,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-51,334.2660722,2578,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-52,287.6588135,2267,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-53,286.8276012,2564,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-01,302.2644003,2527,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-02,270.3221007,2026,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-03,230.6020292,1858,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-04,211.5435196,1705,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-05,210.8904243,1847,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-06,226.0897341,1961,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-07,274.8937681,2669,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-08,355.8775909,3325,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-09,412.5781414,3624,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-10,443.4517395,3845,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-11,506.1488927,4680,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-12,555.012299,4668,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-13,552.5186622,4638,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-14,465.419492,3201,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-15,349.5841267,2687,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-16,279.2279463,2016,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-17,218.9056853,1671,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-18,166.5986854,1135,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-19,113.5198455,777,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-20,83.4180873,628,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-21,71.8998603,583,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-22,58.24423035,398,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-23,41.02626215,293,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-24,27.07377068,163,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-25,16.38675594,113,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-26,12.9431623,105,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-27,14.24935299,135,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-28,24.04578317,270,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-29,32.47665036,277,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-30,43.46052662,455,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-31,56.34431662,494,1684287,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-13,NA,686,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-14,66.18909361,579,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-15,46.41085062,308,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-16,26.26634387,194,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-17,18.05157098,151,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-18,16.95277971,173,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-19,16.42954576,141,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-20,20.09218336,243,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-21,21.03400445,159,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-22,16.53419255,157,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-23,16.95277971,167,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-24,14.75519715,115,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-25,13.97034624,152,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-26,15.01681412,135,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-27,18.99339208,228,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-28,21.504915,183,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-29,24.1734081,279,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-30,30.66150898,307,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-31,34.8997039,360,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-32,37.93446076,365,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-33,51.11995609,612,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-34,79.47923572,907,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-35,92.92634802,869,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-36,103.0247631,1100,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-37,158.0689737,1921,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-38,222.2697784,2327,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-39,231.8449595,2104,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-40,234.6704228,2381,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-41,275.9535808,2893,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-42,292.5400967,2698,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-43,367.5718439,4327,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-44,563.1566913,6436,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-45,663.1990209,6239,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-46,752.2011144,8137,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-47,741.003908,6025,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-48,551.2269574,4510,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-49,431.4063848,3735,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-50,363.595266,3214,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-51,293.638888,2398,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-52,241.0538769,2209,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-53,232.5251636,2235,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-01,244.5072209,2438,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-02,233.7809251,2030,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-03,201.0264803,1812,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-04,191.7652396,1853,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-05,185.8003726,1698,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-06,196.4743451,2057,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-07,242.6235787,2580,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-08,315.8763305,3457,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-09,395.8264768,4108,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-10,454.794942,4584,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-11,545.9422946,5850,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-12,621.2356588,6023,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-13,610.7186566,5649,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-14,545.0004735,4767,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-15,487.8110037,4556,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-16,414.8198689,3372,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-17,319.3296745,2731,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-18,232.0542531,1704,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-19,149.8018775,1159,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-20,102.6584993,803,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-21,72.83416466,589,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-22,59.70099273,552,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-23,58.34058448,563,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-24,53.47450883,459,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-25,40.75992405,320,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-26,34.0102062,330,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-27,42.48659605,482,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-28,61.32301795,690,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-29,73.409722,713,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-30,85.54874944,922,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-31,99.15283193,973,1911191,Epidemic intelligence subnational data
Austria,Karnten,AT21,2020-13,NA,150,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2020-14,39.72969554,73,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2020-15,23.5171292,59,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2020-16,11.40224446,5,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2020-17,1.959760767,6,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2020-18,1.068960418,0,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2020-19,0.17816007,1,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2020-20,0.356320139,1,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2020-21,0.356320139,1,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2020-22,0.712640279,3,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2020-23,0.712640279,1,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2020-24,0.356320139,1,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2020-25,1.247120488,6,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2020-26,2.672401045,9,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2020-27,2.316080906,4,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2020-28,2.672401045,11,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2020-29,2.850561115,5,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2020-30,1.781600697,5,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2020-31,3.206881255,13,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2020-32,7.482722927,29,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2020-33,19.4194476,80,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2020-34,20.84472815,37,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2020-35,11.04592432,25,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2020-36,7.126402788,15,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2020-37,10.15512397,42,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2020-38,20.48840802,73,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2020-39,30.82169206,100,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2020-40,39.01705526,119,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2020-41,57.72386258,205,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2020-42,88.54555464,292,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2020-43,129.1660505,433,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2020-44,280.7802698,1143,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2020-45,565.4800612,2031,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2020-46,993.5987087,3546,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2020-47,1216.655116,3283,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2020-48,1092.833868,2851,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2020-49,831.1167251,1814,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2020-50,603.9626363,1576,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2020-51,515.2389216,1316,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2020-52,444.865694,1181,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2020-53,429.365768,1229,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2021-01,455.3771381,1327,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2021-02,393.3774339,881,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2021-03,313.5617227,879,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2021-04,284.1653112,716,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2021-05,255.6597,719,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2021-06,256.1941802,719,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2021-07,271.1596261,803,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2021-08,315.5214834,968,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2021-09,355.7856592,1029,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2021-10,394.0900742,1183,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2021-11,393.9119141,1028,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2021-12,384.1131103,1128,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2021-13,408.3428797,1164,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2021-14,415.1129624,1166,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2021-15,398.722236,1072,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2021-16,358.4580602,940,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2021-17,312.6709223,815,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2021-18,249.0677774,583,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2021-19,175.4876687,402,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2021-20,115.4477252,246,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2021-21,72.68930844,162,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2021-22,52.55722056,133,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2021-23,38.12625491,81,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2021-24,21.37920836,39,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2021-25,8.908003485,11,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2021-26,2.850561115,5,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2021-27,7.660882997,38,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2021-28,22.98264899,91,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2021-29,40.62049589,137,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2021-30,58.792823,193,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2021-31,67.70082648,187,561293,Epidemic intelligence subnational data
Austria,Steiermark,AT22,2020-13,NA,482,1246395,Epidemic intelligence subnational data
Austria,Steiermark,AT22,2020-14,69.15945587,380,1246395,Epidemic intelligence subnational data
Austria,Steiermark,AT22,2020-15,49.74346014,240,1246395,Epidemic intelligence subnational data
Austria,Steiermark,AT22,2020-16,27.76006001,106,1246395,Epidemic intelligence subnational data
Austria,Steiermark,AT22,2020-17,15.00326943,81,1246395,Epidemic intelligence subnational data
Austria,Steiermark,AT22,2020-18,9.226609542,34,1246395,Epidemic intelligence subnational data
Austria,Steiermark,AT22,2020-19,5.937122662,40,1246395,Epidemic intelligence subnational data
Austria,Steiermark,AT22,2020-20,3.851106591,8,1246395,Epidemic intelligence subnational data
Austria,Steiermark,AT22,2020-21,1.684859134,13,1246395,Epidemic intelligence subnational data
Austria,Steiermark,AT22,2020-22,1.123239422,1,1246395,Epidemic intelligence subnational data
Austria,Steiermark,AT22,2020-23,0.481388324,5,1246395,Epidemic intelligence subnational data
Austria,Steiermark,AT22,2020-24,0.481388324,1,1246395,Epidemic intelligence subnational data
Austria,Steiermark,AT22,2020-25,0.962776648,11,1246395,Epidemic intelligence subnational data
Austria,Steiermark,AT22,2020-26,2.005784683,14,1246395,Epidemic intelligence subnational data
Austria,Steiermark,AT22,2020-27,4.172032141,38,1246395,Epidemic intelligence subnational data
Austria,Steiermark,AT22,2020-28,5.6964285,33,1246395,Epidemic intelligence subnational data
Austria,Steiermark,AT22,2020-29,6.980130697,54,1246395,Epidemic intelligence subnational data
Austria,Steiermark,AT22,2020-30,10.1091548,72,1246395,Epidemic intelligence subnational data
Austria,Steiermark,AT22,2020-31,8.905683993,39,1246395,Epidemic intelligence subnational data
Austria,Steiermark,AT22,2020-32,5.616197112,31,1246395,Epidemic intelligence subnational data
Austria,Steiermark,AT22,2020-33,8.825452605,79,1246395,Epidemic intelligence subnational data
Austria,Steiermark,AT22,2020-34,16.84859134,131,1246395,Epidemic intelligence subnational data
Austria,Steiermark,AT22,2020-35,23.10663955,157,1246395,Epidemic intelligence subnational data
Austria,Steiermark,AT22,2020-36,25.43334978,160,1246395,Epidemic intelligence subnational data
Austria,Steiermark,AT22,2020-37,32.09255493,240,1246395,Epidemic intelligence subnational data
