country,country_code,year_week,source,new_cases,number_sequenced,percent_cases_sequenced,valid_denominator,variant,number_detections_variant,number_sequenced_known_variant,percent_variant
Austria,AT,2020-01,GISAID,0,0,NA,TRUE,B.1.1.529,0,0,NA
Austria,AT,2020-01,GISAID,0,0,NA,TRUE,B.1.617.2,0,0,NA
Austria,AT,2020-01,GISAID,0,0,NA,TRUE,BA.4,0,0,NA
Austria,AT,2020-01,GISAID,0,0,NA,TRUE,BA.5,0,0,NA
Austria,AT,2020-01,GISAID,0,0,NA,TRUE,Other,0,0,NA
Austria,AT,2020-01,GISAID,0,0,NA,TRUE,UNK,0,NA,NA
Austria,AT,2020-01,GISAID,0,0,NA,TRUE,XD,0,0,NA
Austria,AT,2020-02,GISAID,0,0,NA,TRUE,B.1.1.529,0,0,NA
Austria,AT,2020-02,GISAID,0,0,NA,TRUE,B.1.617.2,0,0,NA
Austria,AT,2020-02,GISAID,0,0,NA,TRUE,BA.4,0,0,NA
Austria,AT,2020-02,GISAID,0,0,NA,TRUE,BA.5,0,0,NA
Austria,AT,2020-02,GISAID,0,0,NA,TRUE,Other,0,0,NA
Austria,AT,2020-02,GISAID,0,0,NA,TRUE,UNK,0,NA,NA
Austria,AT,2020-02,GISAID,0,0,NA,TRUE,XD,0,0,NA
Austria,AT,2020-03,GISAID,0,0,NA,TRUE,B.1.1.529,0,0,NA
Austria,AT,2020-03,GISAID,0,0,NA,TRUE,B.1.617.2,0,0,NA
Austria,AT,2020-03,GISAID,0,0,NA,TRUE,BA.4,0,0,NA
Austria,AT,2020-03,GISAID,0,0,NA,TRUE,BA.5,0,0,NA
Austria,AT,2020-03,GISAID,0,0,NA,TRUE,Other,0,0,NA
Austria,AT,2020-03,GISAID,0,0,NA,TRUE,UNK,0,NA,NA
Austria,AT,2020-03,GISAID,0,0,NA,TRUE,XD,0,0,NA
Austria,AT,2020-04,GISAID,0,0,NA,TRUE,B.1.1.529,0,0,NA
Austria,AT,2020-04,GISAID,0,0,NA,TRUE,B.1.617.2,0,0,NA
Austria,AT,2020-04,GISAID,0,0,NA,TRUE,BA.4,0,0,NA
Austria,AT,2020-04,GISAID,0,0,NA,TRUE,BA.5,0,0,NA
Austria,AT,2020-04,GISAID,0,0,NA,TRUE,Other,0,0,NA
Austria,AT,2020-04,GISAID,0,0,NA,TRUE,UNK,0,NA,NA
Austria,AT,2020-04,GISAID,0,0,NA,TRUE,XD,0,0,NA
Austria,AT,2020-05,GISAID,0,0,NA,TRUE,B.1.1.529,0,0,NA
Austria,AT,2020-05,GISAID,0,0,NA,TRUE,B.1.617.2,0,0,NA
Austria,AT,2020-05,GISAID,0,0,NA,TRUE,BA.4,0,0,NA
Austria,AT,2020-05,GISAID,0,0,NA,TRUE,BA.5,0,0,NA
Austria,AT,2020-05,GISAID,0,0,NA,TRUE,Other,0,0,NA
Austria,AT,2020-05,GISAID,0,0,NA,TRUE,UNK,0,NA,NA
Austria,AT,2020-05,GISAID,0,0,NA,TRUE,XD,0,0,NA
Austria,AT,2020-06,GISAID,0,0,NA,TRUE,B.1.1.529,0,0,NA
Austria,AT,2020-06,GISAID,0,0,NA,TRUE,B.1.617.2,0,0,NA
Austria,AT,2020-06,GISAID,0,0,NA,TRUE,BA.4,0,0,NA
Austria,AT,2020-06,GISAID,0,0,NA,TRUE,BA.5,0,0,NA
Austria,AT,2020-06,GISAID,0,0,NA,TRUE,Other,0,0,NA
Austria,AT,2020-06,GISAID,0,0,NA,TRUE,UNK,0,NA,NA
Austria,AT,2020-06,GISAID,0,0,NA,TRUE,XD,0,0,NA
Austria,AT,2020-07,GISAID,0,0,NA,TRUE,B.1.1.529,0,0,NA
Austria,AT,2020-07,GISAID,0,0,NA,TRUE,B.1.617.2,0,0,NA
Austria,AT,2020-07,GISAID,0,0,NA,TRUE,BA.4,0,0,NA
Austria,AT,2020-07,GISAID,0,0,NA,TRUE,BA.5,0,0,NA
Austria,AT,2020-07,GISAID,0,0,NA,TRUE,Other,0,0,NA
Austria,AT,2020-07,GISAID,0,0,NA,TRUE,UNK,0,NA,NA
Austria,AT,2020-07,GISAID,0,0,NA,TRUE,XD,0,0,NA
Austria,AT,2020-08,GISAID,0,0,NA,TRUE,B.1.1.529,0,0,NA
Austria,AT,2020-08,GISAID,0,0,NA,TRUE,B.1.617.2,0,0,NA
Austria,AT,2020-08,GISAID,0,0,NA,TRUE,BA.4,0,0,NA
Austria,AT,2020-08,GISAID,0,0,NA,TRUE,BA.5,0,0,NA
Austria,AT,2020-08,GISAID,0,0,NA,TRUE,Other,0,0,NA
Austria,AT,2020-08,GISAID,0,0,NA,TRUE,UNK,0,NA,NA
Austria,AT,2020-08,GISAID,0,0,NA,TRUE,XD,0,0,NA
Austria,AT,2020-09,GISAID,12,8,66.7,TRUE,B.1.1.529,0,8,0
Austria,AT,2020-09,GISAID,12,8,66.7,TRUE,B.1.617.2,0,8,0
Austria,AT,2020-09,GISAID,12,8,66.7,TRUE,BA.4,0,8,0
Austria,AT,2020-09,GISAID,12,8,66.7,TRUE,BA.5,0,8,0
Austria,AT,2020-09,GISAID,12,8,66.7,TRUE,Other,8,8,100
Austria,AT,2020-09,GISAID,12,8,66.7,TRUE,UNK,0,NA,NA
Austria,AT,2020-09,GISAID,12,8,66.7,TRUE,XD,0,8,0
Austria,AT,2020-10,GISAID,114,58,50.9,TRUE,B.1.1.529,0,58,0
Austria,AT,2020-10,GISAID,114,58,50.9,TRUE,B.1.617.2,0,58,0
Austria,AT,2020-10,GISAID,114,58,50.9,TRUE,BA.4,0,58,0
Austria,AT,2020-10,GISAID,114,58,50.9,TRUE,BA.5,0,58,0
Austria,AT,2020-10,GISAID,114,58,50.9,TRUE,Other,58,58,100
Austria,AT,2020-10,GISAID,114,58,50.9,TRUE,UNK,0,NA,NA
Austria,AT,2020-10,GISAID,114,58,50.9,TRUE,XD,0,58,0
Austria,AT,2020-11,GISAID,874,119,13.6,TRUE,B.1.1.529,0,119,0
Austria,AT,2020-11,GISAID,874,119,13.6,TRUE,B.1.617.2,0,119,0
Austria,AT,2020-11,GISAID,874,119,13.6,TRUE,BA.4,0,119,0
Austria,AT,2020-11,GISAID,874,119,13.6,TRUE,BA.5,0,119,0
Austria,AT,2020-11,GISAID,874,119,13.6,TRUE,Other,119,119,100
Austria,AT,2020-11,GISAID,874,119,13.6,TRUE,UNK,0,NA,NA
Austria,AT,2020-11,GISAID,874,119,13.6,TRUE,XD,0,119,0
Austria,AT,2020-12,GISAID,3068,136,4.4,TRUE,B.1.1.529,0,136,0
Austria,AT,2020-12,GISAID,3068,136,4.4,TRUE,B.1.617.2,0,136,0
Austria,AT,2020-12,GISAID,3068,136,4.4,TRUE,BA.4,0,136,0
Austria,AT,2020-12,GISAID,3068,136,4.4,TRUE,BA.5,0,136,0
Austria,AT,2020-12,GISAID,3068,136,4.4,TRUE,Other,136,136,100
Austria,AT,2020-12,GISAID,3068,136,4.4,TRUE,UNK,0,NA,NA
Austria,AT,2020-12,GISAID,3068,136,4.4,TRUE,XD,0,136,0
Austria,AT,2020-13,GISAID,5128,161,3.1,TRUE,B.1.1.529,0,161,0
Austria,AT,2020-13,GISAID,5128,161,3.1,TRUE,B.1.617.2,0,161,0
Austria,AT,2020-13,GISAID,5128,161,3.1,TRUE,BA.4,0,161,0
Austria,AT,2020-13,GISAID,5128,161,3.1,TRUE,BA.5,0,161,0
Austria,AT,2020-13,GISAID,5128,161,3.1,TRUE,Other,161,161,100
Austria,AT,2020-13,GISAID,5128,161,3.1,TRUE,UNK,0,NA,NA
Austria,AT,2020-13,GISAID,5128,161,3.1,TRUE,XD,0,161,0
Austria,AT,2020-14,GISAID,3116,109,3.5,TRUE,B.1.1.529,0,109,0
Austria,AT,2020-14,GISAID,3116,109,3.5,TRUE,B.1.617.2,0,109,0
Austria,AT,2020-14,GISAID,3116,109,3.5,TRUE,BA.4,0,109,0
Austria,AT,2020-14,GISAID,3116,109,3.5,TRUE,BA.5,0,109,0
Austria,AT,2020-14,GISAID,3116,109,3.5,TRUE,Other,109,109,100
Austria,AT,2020-14,GISAID,3116,109,3.5,TRUE,UNK,0,NA,NA
Austria,AT,2020-14,GISAID,3116,109,3.5,TRUE,XD,0,109,0
Austria,AT,2020-15,GISAID,1838,56,3,TRUE,B.1.1.529,0,56,0
Austria,AT,2020-15,GISAID,1838,56,3,TRUE,B.1.617.2,0,56,0
Austria,AT,2020-15,GISAID,1838,56,3,TRUE,BA.4,0,56,0
Austria,AT,2020-15,GISAID,1838,56,3,TRUE,BA.5,0,56,0
Austria,AT,2020-15,GISAID,1838,56,3,TRUE,Other,56,56,100
Austria,AT,2020-15,GISAID,1838,56,3,TRUE,UNK,0,NA,NA
Austria,AT,2020-15,GISAID,1838,56,3,TRUE,XD,0,56,0
Austria,AT,2020-16,GISAID,684,43,6.3,TRUE,B.1.1.529,0,43,0
Austria,AT,2020-16,GISAID,684,43,6.3,TRUE,B.1.617.2,0,43,0
Austria,AT,2020-16,GISAID,684,43,6.3,TRUE,BA.4,0,43,0
Austria,AT,2020-16,GISAID,684,43,6.3,TRUE,BA.5,0,43,0
Austria,AT,2020-16,GISAID,684,43,6.3,TRUE,Other,43,43,100
Austria,AT,2020-16,GISAID,684,43,6.3,TRUE,UNK,0,NA,NA
Austria,AT,2020-16,GISAID,684,43,6.3,TRUE,XD,0,43,0
Austria,AT,2020-17,GISAID,448,27,6,TRUE,B.1.1.529,0,27,0
Austria,AT,2020-17,GISAID,448,27,6,TRUE,B.1.617.2,0,27,0
Austria,AT,2020-17,GISAID,448,27,6,TRUE,BA.4,0,27,0
Austria,AT,2020-17,GISAID,448,27,6,TRUE,BA.5,0,27,0
Austria,AT,2020-17,GISAID,448,27,6,TRUE,Other,27,27,100
Austria,AT,2020-17,GISAID,448,27,6,TRUE,UNK,0,NA,NA
Austria,AT,2020-17,GISAID,448,27,6,TRUE,XD,0,27,0
Austria,AT,2020-18,GISAID,312,22,7.1,TRUE,B.1.1.529,0,22,0
Austria,AT,2020-18,GISAID,312,22,7.1,TRUE,B.1.617.2,0,22,0
Austria,AT,2020-18,GISAID,312,22,7.1,TRUE,BA.4,0,22,0
Austria,AT,2020-18,GISAID,312,22,7.1,TRUE,BA.5,0,22,0
Austria,AT,2020-18,GISAID,312,22,7.1,TRUE,Other,22,22,100
Austria,AT,2020-18,GISAID,312,22,7.1,TRUE,UNK,0,NA,NA
Austria,AT,2020-18,GISAID,312,22,7.1,TRUE,XD,0,22,0
Austria,AT,2020-19,GISAID,264,18,6.8,TRUE,B.1.1.529,0,18,0
Austria,AT,2020-19,GISAID,264,18,6.8,TRUE,B.1.617.2,0,18,0
Austria,AT,2020-19,GISAID,264,18,6.8,TRUE,BA.4,0,18,0
Austria,AT,2020-19,GISAID,264,18,6.8,TRUE,BA.5,0,18,0
Austria,AT,2020-19,GISAID,264,18,6.8,TRUE,Other,18,18,100
Austria,AT,2020-19,GISAID,264,18,6.8,TRUE,UNK,0,NA,NA
Austria,AT,2020-19,GISAID,264,18,6.8,TRUE,XD,0,18,0
Austria,AT,2020-20,GISAID,335,31,9.3,TRUE,B.1.1.529,0,31,0
Austria,AT,2020-20,GISAID,335,31,9.3,TRUE,B.1.617.2,0,31,0
Austria,AT,2020-20,GISAID,335,31,9.3,TRUE,BA.4,0,31,0
Austria,AT,2020-20,GISAID,335,31,9.3,TRUE,BA.5,0,31,0
Austria,AT,2020-20,GISAID,335,31,9.3,TRUE,Other,31,31,100
Austria,AT,2020-20,GISAID,335,31,9.3,TRUE,UNK,0,NA,NA
Austria,AT,2020-20,GISAID,335,31,9.3,TRUE,XD,0,31,0
Austria,AT,2020-21,GISAID,265,14,5.3,TRUE,B.1.1.529,0,14,0
Austria,AT,2020-21,GISAID,265,14,5.3,TRUE,B.1.617.2,0,14,0
Austria,AT,2020-21,GISAID,265,14,5.3,TRUE,BA.4,0,14,0
Austria,AT,2020-21,GISAID,265,14,5.3,TRUE,BA.5,0,14,0
Austria,AT,2020-21,GISAID,265,14,5.3,TRUE,Other,14,14,100
Austria,AT,2020-21,GISAID,265,14,5.3,TRUE,UNK,0,NA,NA
Austria,AT,2020-21,GISAID,265,14,5.3,TRUE,XD,0,14,0
Austria,AT,2020-22,GISAID,195,0,0,TRUE,B.1.1.529,0,0,NA
Austria,AT,2020-22,GISAID,195,0,0,TRUE,B.1.617.2,0,0,NA
Austria,AT,2020-22,GISAID,195,0,0,TRUE,BA.4,0,0,NA
Austria,AT,2020-22,GISAID,195,0,0,TRUE,BA.5,0,0,NA
Austria,AT,2020-22,GISAID,195,0,0,TRUE,Other,0,0,NA
Austria,AT,2020-22,GISAID,195,0,0,TRUE,UNK,0,NA,NA
Austria,AT,2020-22,GISAID,195,0,0,TRUE,XD,0,0,NA
Austria,AT,2020-23,GISAID,227,7,3.1,TRUE,B.1.1.529,0,7,0
Austria,AT,2020-23,GISAID,227,7,3.1,TRUE,B.1.617.2,0,7,0
Austria,AT,2020-23,GISAID,227,7,3.1,TRUE,BA.4,0,7,0
Austria,AT,2020-23,GISAID,227,7,3.1,TRUE,BA.5,0,7,0
Austria,AT,2020-23,GISAID,227,7,3.1,TRUE,Other,7,7,100
Austria,AT,2020-23,GISAID,227,7,3.1,TRUE,UNK,0,NA,NA
Austria,AT,2020-23,GISAID,227,7,3.1,TRUE,XD,0,7,0
Austria,AT,2020-24,GISAID,172,3,1.7,TRUE,B.1.1.529,0,3,0
Austria,AT,2020-24,GISAID,172,3,1.7,TRUE,B.1.617.2,0,3,0
Austria,AT,2020-24,GISAID,172,3,1.7,TRUE,BA.4,0,3,0
Austria,AT,2020-24,GISAID,172,3,1.7,TRUE,BA.5,0,3,0
Austria,AT,2020-24,GISAID,172,3,1.7,TRUE,Other,3,3,100
Austria,AT,2020-24,GISAID,172,3,1.7,TRUE,UNK,0,NA,NA
Austria,AT,2020-24,GISAID,172,3,1.7,TRUE,XD,0,3,0
Austria,AT,2020-25,GISAID,248,4,1.6,TRUE,B.1.1.529,0,4,0
Austria,AT,2020-25,GISAID,248,4,1.6,TRUE,B.1.617.2,0,4,0
Austria,AT,2020-25,GISAID,248,4,1.6,TRUE,BA.4,0,4,0
Austria,AT,2020-25,GISAID,248,4,1.6,TRUE,BA.5,0,4,0
Austria,AT,2020-25,GISAID,248,4,1.6,TRUE,Other,4,4,100
Austria,AT,2020-25,GISAID,248,4,1.6,TRUE,UNK,0,NA,NA
Austria,AT,2020-25,GISAID,248,4,1.6,TRUE,XD,0,4,0
Austria,AT,2020-26,GISAID,335,1,0.3,TRUE,B.1.1.529,0,0,NA
Austria,AT,2020-26,GISAID,335,1,0.3,TRUE,B.1.617.2,0,0,NA
Austria,AT,2020-26,GISAID,335,1,0.3,TRUE,BA.4,0,0,NA
Austria,AT,2020-26,GISAID,335,1,0.3,TRUE,BA.5,0,0,NA
Austria,AT,2020-26,GISAID,335,1,0.3,TRUE,Other,0,0,NA
Austria,AT,2020-26,GISAID,335,1,0.3,TRUE,UNK,0,NA,NA
Austria,AT,2020-26,GISAID,335,1,0.3,TRUE,XD,0,0,NA
Austria,AT,2020-27,GISAID,640,2,0.3,TRUE,B.1.1.529,0,2,0
Austria,AT,2020-27,GISAID,640,2,0.3,TRUE,B.1.617.2,0,2,0
Austria,AT,2020-27,GISAID,640,2,0.3,TRUE,BA.4,0,2,0
Austria,AT,2020-27,GISAID,640,2,0.3,TRUE,BA.5,0,2,0
Austria,AT,2020-27,GISAID,640,2,0.3,TRUE,Other,2,2,100
Austria,AT,2020-27,GISAID,640,2,0.3,TRUE,UNK,0,NA,NA
Austria,AT,2020-27,GISAID,640,2,0.3,TRUE,XD,0,2,0
Austria,AT,2020-28,GISAID,596,4,0.7,TRUE,B.1.1.529,0,4,0
Austria,AT,2020-28,GISAID,596,4,0.7,TRUE,B.1.617.2,0,4,0
Austria,AT,2020-28,GISAID,596,4,0.7,TRUE,BA.4,0,4,0
Austria,AT,2020-28,GISAID,596,4,0.7,TRUE,BA.5,0,4,0
Austria,AT,2020-28,GISAID,596,4,0.7,TRUE,Other,4,4,100
Austria,AT,2020-28,GISAID,596,4,0.7,TRUE,UNK,0,NA,NA
Austria,AT,2020-28,GISAID,596,4,0.7,TRUE,XD,0,4,0
Austria,AT,2020-29,GISAID,784,10,1.3,TRUE,B.1.1.529,0,10,0
Austria,AT,2020-29,GISAID,784,10,1.3,TRUE,B.1.617.2,0,10,0
Austria,AT,2020-29,GISAID,784,10,1.3,TRUE,BA.4,0,10,0
Austria,AT,2020-29,GISAID,784,10,1.3,TRUE,BA.5,0,10,0
Austria,AT,2020-29,GISAID,784,10,1.3,TRUE,Other,10,10,100
Austria,AT,2020-29,GISAID,784,10,1.3,TRUE,UNK,0,NA,NA
Austria,AT,2020-29,GISAID,784,10,1.3,TRUE,XD,0,10,0
Austria,AT,2020-30,GISAID,872,9,1,TRUE,B.1.1.529,0,9,0
Austria,AT,2020-30,GISAID,872,9,1,TRUE,B.1.617.2,0,9,0
Austria,AT,2020-30,GISAID,872,9,1,TRUE,BA.4,0,9,0
Austria,AT,2020-30,GISAID,872,9,1,TRUE,BA.5,0,9,0
Austria,AT,2020-30,GISAID,872,9,1,TRUE,Other,9,9,100
Austria,AT,2020-30,GISAID,872,9,1,TRUE,UNK,0,NA,NA
Austria,AT,2020-30,GISAID,872,9,1,TRUE,XD,0,9,0
Austria,AT,2020-31,GISAID,794,3,0.4,TRUE,B.1.1.529,0,3,0
Austria,AT,2020-31,GISAID,794,3,0.4,TRUE,B.1.617.2,0,3,0
Austria,AT,2020-31,GISAID,794,3,0.4,TRUE,BA.4,0,3,0
Austria,AT,2020-31,GISAID,794,3,0.4,TRUE,BA.5,0,3,0
Austria,AT,2020-31,GISAID,794,3,0.4,TRUE,Other,3,3,100
Austria,AT,2020-31,GISAID,794,3,0.4,TRUE,UNK,0,NA,NA
Austria,AT,2020-31,GISAID,794,3,0.4,TRUE,XD,0,3,0
Austria,AT,2020-32,GISAID,722,10,1.4,TRUE,B.1.1.529,0,10,0
Austria,AT,2020-32,GISAID,722,10,1.4,TRUE,B.1.617.2,0,10,0
Austria,AT,2020-32,GISAID,722,10,1.4,TRUE,BA.4,0,10,0
Austria,AT,2020-32,GISAID,722,10,1.4,TRUE,BA.5,0,10,0
Austria,AT,2020-32,GISAID,722,10,1.4,TRUE,Other,10,10,100
Austria,AT,2020-32,GISAID,722,10,1.4,TRUE,UNK,0,NA,NA
Austria,AT,2020-32,GISAID,722,10,1.4,TRUE,XD,0,10,0
Austria,AT,2020-33,GISAID,1462,12,0.8,TRUE,B.1.1.529,0,12,0
Austria,AT,2020-33,GISAID,1462,12,0.8,TRUE,B.1.617.2,0,12,0
Austria,AT,2020-33,GISAID,1462,12,0.8,TRUE,BA.4,0,12,0
Austria,AT,2020-33,GISAID,1462,12,0.8,TRUE,BA.5,0,12,0
Austria,AT,2020-33,GISAID,1462,12,0.8,TRUE,Other,12,12,100
Austria,AT,2020-33,GISAID,1462,12,0.8,TRUE,UNK,0,NA,NA
Austria,AT,2020-33,GISAID,1462,12,0.8,TRUE,XD,0,12,0
Austria,AT,2020-34,GISAID,1907,15,0.8,TRUE,B.1.1.529,0,15,0
Austria,AT,2020-34,GISAID,1907,15,0.8,TRUE,B.1.617.2,0,15,0
Austria,AT,2020-34,GISAID,1907,15,0.8,TRUE,BA.4,0,15,0
Austria,AT,2020-34,GISAID,1907,15,0.8,TRUE,BA.5,0,15,0
Austria,AT,2020-34,GISAID,1907,15,0.8,TRUE,Other,15,15,100
Austria,AT,2020-34,GISAID,1907,15,0.8,TRUE,UNK,0,NA,NA
Austria,AT,2020-34,GISAID,1907,15,0.8,TRUE,XD,0,15,0
Austria,AT,2020-35,GISAID,1941,30,1.5,TRUE,B.1.1.529,0,30,0
Austria,AT,2020-35,GISAID,1941,30,1.5,TRUE,B.1.617.2,0,30,0
Austria,AT,2020-35,GISAID,1941,30,1.5,TRUE,BA.4,0,30,0
Austria,AT,2020-35,GISAID,1941,30,1.5,TRUE,BA.5,0,30,0
Austria,AT,2020-35,GISAID,1941,30,1.5,TRUE,Other,30,30,100
Austria,AT,2020-35,GISAID,1941,30,1.5,TRUE,UNK,0,NA,NA
Austria,AT,2020-35,GISAID,1941,30,1.5,TRUE,XD,0,30,0
Austria,AT,2020-36,GISAID,2268,19,0.8,TRUE,B.1.1.529,0,19,0
Austria,AT,2020-36,GISAID,2268,19,0.8,TRUE,B.1.617.2,0,19,0
Austria,AT,2020-36,GISAID,2268,19,0.8,TRUE,BA.4,0,19,0
Austria,AT,2020-36,GISAID,2268,19,0.8,TRUE,BA.5,0,19,0
Austria,AT,2020-36,GISAID,2268,19,0.8,TRUE,Other,19,19,100
Austria,AT,2020-36,GISAID,2268,19,0.8,TRUE,UNK,0,NA,NA
Austria,AT,2020-36,GISAID,2268,19,0.8,TRUE,XD,0,19,0
Austria,AT,2020-37,GISAID,3997,19,0.5,TRUE,B.1.1.529,0,19,0
Austria,AT,2020-37,GISAID,3997,19,0.5,TRUE,B.1.617.2,0,19,0
Austria,AT,2020-37,GISAID,3997,19,0.5,TRUE,BA.4,0,19,0
Austria,AT,2020-37,GISAID,3997,19,0.5,TRUE,BA.5,0,19,0
Austria,AT,2020-37,GISAID,3997,19,0.5,TRUE,Other,19,19,100
Austria,AT,2020-37,GISAID,3997,19,0.5,TRUE,UNK,0,NA,NA
Austria,AT,2020-37,GISAID,3997,19,0.5,TRUE,XD,0,19,0
Austria,AT,2020-38,GISAID,5211,18,0.3,TRUE,B.1.1.529,0,18,0
Austria,AT,2020-38,GISAID,5211,18,0.3,TRUE,B.1.617.2,0,18,0
Austria,AT,2020-38,GISAID,5211,18,0.3,TRUE,BA.4,0,18,0
Austria,AT,2020-38,GISAID,5211,18,0.3,TRUE,BA.5,0,18,0
Austria,AT,2020-38,GISAID,5211,18,0.3,TRUE,Other,18,18,100
Austria,AT,2020-38,GISAID,5211,18,0.3,TRUE,UNK,0,NA,NA
Austria,AT,2020-38,GISAID,5211,18,0.3,TRUE,XD,0,18,0
Austria,AT,2020-39,GISAID,4656,23,0.5,TRUE,B.1.1.529,0,23,0
Austria,AT,2020-39,GISAID,4656,23,0.5,TRUE,B.1.617.2,0,23,0
Austria,AT,2020-39,GISAID,4656,23,0.5,TRUE,BA.4,0,23,0
Austria,AT,2020-39,GISAID,4656,23,0.5,TRUE,BA.5,0,23,0
Austria,AT,2020-39,GISAID,4656,23,0.5,TRUE,Other,23,23,100
Austria,AT,2020-39,GISAID,4656,23,0.5,TRUE,UNK,0,NA,NA
Austria,AT,2020-39,GISAID,4656,23,0.5,TRUE,XD,0,23,0
Austria,AT,2020-40,GISAID,5597,6,0.1,TRUE,B.1.1.529,0,6,0
Austria,AT,2020-40,GISAID,5597,6,0.1,TRUE,B.1.617.2,0,6,0
Austria,AT,2020-40,GISAID,5597,6,0.1,TRUE,BA.4,0,6,0
Austria,AT,2020-40,GISAID,5597,6,0.1,TRUE,BA.5,0,6,0
Austria,AT,2020-40,GISAID,5597,6,0.1,TRUE,Other,6,6,100
Austria,AT,2020-40,GISAID,5597,6,0.1,TRUE,UNK,0,NA,NA
Austria,AT,2020-40,GISAID,5597,6,0.1,TRUE,XD,0,6,0
Austria,AT,2020-41,GISAID,7486,27,0.4,TRUE,B.1.1.529,0,27,0
Austria,AT,2020-41,GISAID,7486,27,0.4,TRUE,B.1.617.2,0,27,0
Austria,AT,2020-41,GISAID,7486,27,0.4,TRUE,BA.4,0,27,0
Austria,AT,2020-41,GISAID,7486,27,0.4,TRUE,BA.5,0,27,0
Austria,AT,2020-41,GISAID,7486,27,0.4,TRUE,Other,27,27,100
Austria,AT,2020-41,GISAID,7486,27,0.4,TRUE,UNK,0,NA,NA
Austria,AT,2020-41,GISAID,7486,27,0.4,TRUE,XD,0,27,0
Austria,AT,2020-42,GISAID,9903,45,0.5,TRUE,B.1.1.529,0,44,0
Austria,AT,2020-42,GISAID,9903,45,0.5,TRUE,B.1.617.2,0,44,0
Austria,AT,2020-42,GISAID,9903,45,0.5,TRUE,BA.4,0,44,0
Austria,AT,2020-42,GISAID,9903,45,0.5,TRUE,BA.5,0,44,0
Austria,AT,2020-42,GISAID,9903,45,0.5,TRUE,Other,44,44,100
Austria,AT,2020-42,GISAID,9903,45,0.5,TRUE,UNK,0,NA,NA
Austria,AT,2020-42,GISAID,9903,45,0.5,TRUE,XD,0,44,0
Austria,AT,2020-43,GISAID,18273,45,0.2,TRUE,B.1.1.529,0,45,0
Austria,AT,2020-43,GISAID,18273,45,0.2,TRUE,B.1.617.2,0,45,0
Austria,AT,2020-43,GISAID,18273,45,0.2,TRUE,BA.4,0,45,0
Austria,AT,2020-43,GISAID,18273,45,0.2,TRUE,BA.5,0,45,0
Austria,AT,2020-43,GISAID,18273,45,0.2,TRUE,Other,45,45,100
Austria,AT,2020-43,GISAID,18273,45,0.2,TRUE,UNK,0,NA,NA
Austria,AT,2020-43,GISAID,18273,45,0.2,TRUE,XD,0,45,0
Austria,AT,2020-44,GISAID,31613,62,0.2,TRUE,B.1.1.529,0,62,0
Austria,AT,2020-44,GISAID,31613,62,0.2,TRUE,B.1.617.2,0,62,0
Austria,AT,2020-44,GISAID,31613,62,0.2,TRUE,BA.4,0,62,0
Austria,AT,2020-44,GISAID,31613,62,0.2,TRUE,BA.5,0,62,0
Austria,AT,2020-44,GISAID,31613,62,0.2,TRUE,Other,62,62,100
Austria,AT,2020-44,GISAID,31613,62,0.2,TRUE,UNK,0,NA,NA
Austria,AT,2020-44,GISAID,31613,62,0.2,TRUE,XD,0,62,0
Austria,AT,2020-45,GISAID,44758,136,0.3,TRUE,B.1.1.529,0,135,0
Austria,AT,2020-45,GISAID,44758,136,0.3,TRUE,B.1.617.2,0,135,0
Austria,AT,2020-45,GISAID,44758,136,0.3,TRUE,BA.4,0,135,0
Austria,AT,2020-45,GISAID,44758,136,0.3,TRUE,BA.5,0,135,0
Austria,AT,2020-45,GISAID,44758,136,0.3,TRUE,Other,135,135,100
Austria,AT,2020-45,GISAID,44758,136,0.3,TRUE,UNK,0,NA,NA
Austria,AT,2020-45,GISAID,44758,136,0.3,TRUE,XD,0,135,0
Austria,AT,2020-46,GISAID,47880,146,0.3,TRUE,B.1.1.529,0,145,0
Austria,AT,2020-46,GISAID,47880,146,0.3,TRUE,B.1.617.2,0,145,0
Austria,AT,2020-46,GISAID,47880,146,0.3,TRUE,BA.4,0,145,0
Austria,AT,2020-46,GISAID,47880,146,0.3,TRUE,BA.5,0,145,0
Austria,AT,2020-46,GISAID,47880,146,0.3,TRUE,Other,145,145,100
Austria,AT,2020-46,GISAID,47880,146,0.3,TRUE,UNK,0,NA,NA
Austria,AT,2020-46,GISAID,47880,146,0.3,TRUE,XD,0,145,0
Austria,AT,2020-47,GISAID,40742,38,0.1,TRUE,B.1.1.529,0,35,0
Austria,AT,2020-47,GISAID,40742,38,0.1,TRUE,B.1.617.2,0,35,0
Austria,AT,2020-47,GISAID,40742,38,0.1,TRUE,BA.4,0,35,0
Austria,AT,2020-47,GISAID,40742,38,0.1,TRUE,BA.5,0,35,0
Austria,AT,2020-47,GISAID,40742,38,0.1,TRUE,Other,35,35,100
Austria,AT,2020-47,GISAID,40742,38,0.1,TRUE,UNK,0,NA,NA
Austria,AT,2020-47,GISAID,40742,38,0.1,TRUE,XD,0,35,0
Austria,AT,2020-48,GISAID,31162,102,0.3,TRUE,B.1.1.529,0,101,0
Austria,AT,2020-48,GISAID,31162,102,0.3,TRUE,B.1.617.2,0,101,0
Austria,AT,2020-48,GISAID,31162,102,0.3,TRUE,BA.4,0,101,0
Austria,AT,2020-48,GISAID,31162,102,0.3,TRUE,BA.5,0,101,0
Austria,AT,2020-48,GISAID,31162,102,0.3,TRUE,Other,101,101,100
